#, Blog_Name , Link, Reading_Status, Remarks
1,MARKETING MIX MODELING WHAT 
MARKETING PROFESSIONALS NEED TO KNOW, file:///D:/3.%20%20Market%20and%20Media%20Mix/Reasearch%20Papers/marketing-mix-modeling-what-marketers-need-to-know.pdf, ,
